Chapter,ChapterTitle,SubChapter,SubChapterTitle,Section,SectionTitle,Subsection,Point,Subpoint,Text,law_name,global_index
7.0,Procedural provisions,0,,81,Applying for a residence title,(6),0,0,"If the application for a temporary residence permit allowing the subsequent immigration of dependants wishing to join the holder of an ICT Card, a Mobile ICT Card or an EU Blue Card is filed at the same time as the application for an ICT Card, a Mobile ICT Card or an EU Blue Card, the application for the temporary residence permit allowing the subsequent immigration of dependants is decided upon at the same time as this application. As a rule, the same applies if the application for a temporary residence permit allowing the subsequent immigration of dependants wishing to join the holder of a temporary residence permit pursuant to section 18a or section 18b is filed at the same time as the application for a temporary residence permit pursuant to section 18a or section 18b. If immediately before being granted the EU Blue Card, the holder of the EU Blue Card had an EU Blue Card issued by another member state of the European Union, the family unit already existed in the other member state of the European Union, and the application is filed at the same time, but the dependants do not enter the federal territory until after the EU Blue Card is granted, the temporary residence permit allowing the subsequent immigration of dependants is to be granted no more than 30 days after the submission of the complete application. In justified exceptional cases, the time limit may be extended by 30 days. (6a) If the foreigner has an EU Blue Card which was issued by another member state of the European Union, the applicant and the other member state of the European Union are notified of the decision on the application to grant an EU Blue Card no more than 30 days after the submission of the complete application. In justified exceptional cases, the time limit may be extended by 30 days. The applicant is to be informed no more than 30 days after the submission of the complete application if the time limit is to be extended. No more than 30 days after the submission of the complete application, the holder of the EU Blue Card may pursue employment if he or she has been authorised to work in that occupation.",aufenthg,2095
7.0,Procedural provisions,0,,81,Applying for a residence title,(7),0,0,"If the foreigner’s identity is to be verified using identification measures in accordance with section 49 of this Act or section 16 of the Asylum Act, then a provisional residence document as referred to in subsection (5) may only be issued or a residence title may only be granted if the identification measures have been conducted and the data collected from the measure have been stored in the Central Register of Foreigners (Ausländerzentralregister).",aufenthg,2096
7.0,Procedural provisions,0,,81a,Fast-track procedure for skilled workers,(1),0,0,"On behalf of a foreigner wishing to enter the country for one of the purposes of residence listed in sections 16a, 16d, 18a, 18b, 18c (3) and section 18g, employers may apply for a fast-track procedure. Employers may authorise third parties to carry out the procedure.",aufenthg,2097
7.0,Procedural provisions,0,,81a,Fast-track procedure for skilled workers,(2),0,0,"To this end, the employer and the competent foreigners authority conclude an agreement comprising the following in particular:",aufenthg,2098
7.0,Procedural provisions,0,,81a,Fast-track procedure for skilled workers,(2),1.0,0,"contact details of the foreigner, employer and authority",aufenthg,2099
7.0,Procedural provisions,0,,81a,Fast-track procedure for skilled workers,(2),2.0,0,the fact that the foreigner has authorised the employer to act on his or her behalf,aufenthg,2100
7.0,Procedural provisions,0,,81a,Fast-track procedure for skilled workers,(2),3.0,0,"the fact that the competent foreigners authority has been authorised by the employer to initiate and carry out the procedure to establish the equivalence of the occupational qualification the foreigner acquired abroad,",aufenthg,2101
7.0,Procedural provisions,0,,81a,Fast-track procedure for skilled workers,(2),4.0,0,"the fact that the employer must take steps to make the foreigner comply with his or her obligation to cooperate as set out in section 82 (1) sentence 1,",aufenthg,2102
7.0,Procedural provisions,0,,81a,Fast-track procedure for skilled workers,(2),5.0,0,"documents to be submitted,",aufenthg,2103
7.0,Procedural provisions,0,,81a,Fast-track procedure for skilled workers,(2),6.0,0,"description of the process, including the parties involved and deadlines to be kept,",aufenthg,2104
7.0,Procedural provisions,0,,81a,Fast-track procedure for skilled workers,(2),7.0,0,"the employer’s obligation to cooperate under section 4a (5) sentence 3 no. 3, and",aufenthg,2105
7.0,Procedural provisions,0,,81a,Fast-track procedure for skilled workers,(2),8.0,0,consequences of failure to comply with the agreement.,aufenthg,2106
7.0,Procedural provisions,0,,81a,Fast-track procedure for skilled workers,(3),0,0,As part of the fast-track procedure for skilled workers it is the responsibility of the competent foreigners authority to,aufenthg,2107
7.0,Procedural provisions,0,,81a,Fast-track procedure for skilled workers,(3),1.0,0,"advise the employer as regards the procedure and the documents to be submitted,",aufenthg,2108
7.0,Procedural provisions,0,,81a,Fast-track procedure for skilled workers,(3),2.0,0,"initiate with the competent body the procedure for establishing the equivalence of the occupational qualification acquired abroad or for assessing the foreign higher education qualification, where necessary, indicating that this is part of the fast-track procedure for skilled workers; if the aim is to employ the foreigner in a regulated occupation in Germany, the authorisation to work in an occupation must be obtained, 2a.  if necessary, initiate a procedure with a competent Germany authority to confirm that the foreigner",aufenthg,2109
7.0,Procedural provisions,0,,81a,Fast-track procedure for skilled workers,(3),2.0,a),"has a foreign occupational qualification which is officially recognised by the country where it was acquired and which can only be acquired after completing training which takes at least two years, or",aufenthg,2110
7.0,Procedural provisions,0,,81a,Fast-track procedure for skilled workers,(3),2.0,b),"holds a foreign higher education qualification which is officially recognised in the country where it was acquired,",aufenthg,2111
7.0,Procedural provisions,0,,81a,Fast-track procedure for skilled workers,(3),2.0,c),"indicating that this is part of the fast-track procedure for skilled workers; if the foreigner is to be employed in a regulated occupation in Germany, the necessary authorisation to work in that occupation must be obtained,",aufenthg,2112
7.0,Procedural provisions,0,,81a,Fast-track procedure for skilled workers,(3),3.0,0,"in cases where a procedure under no. 2 was initiated, send the employer without delay any notifications by the competent bodies stating that they have received the relevant documents and that these are complete; if the competent body needs more documents and if the employer has received an assessment by the competent body, the employer is to be invited within three working days of receipt in order to be handed the assessment and discuss any further steps to be taken,",aufenthg,2113
7.0,Procedural provisions,0,,81a,Fast-track procedure for skilled workers,(3),4.0,0,"obtain, where necessary, the consent of the Federal Employment Agency, indicating that this is part of the fast-track procedure for skilled workers,",aufenthg,2114
